user,movie,rating
"Sebastian Smith","All the President's Men",3
"Sebastian Smith","My Big Fat Greek Wedding",4
"Sebastian Smith","Bewitched",3
"Sebastian Smith","Pretty Woman",5
"Sebastian Smith","Things You Can Tell Just By Looking at Her",4
"Sebastian Smith","Sister Act",3
"Sebastian Smith","Good Morning",3
"Sebastian Smith","City of God",3
"Sebastian Smith","Spanglish",3
"Sebastian Smith","Suspect Zero",3
"Sebastian Smith","Cheaper by the Dozen",4
"Austin Smith","Entrapment",5
"Sebastian Smith","Undercover Brother",3
"Sebastian Smith","A Painted House",3
"Sebastian Smith","Alfie",2
"Sebastian Smith","Coupling: Season 3",4
"Sebastian Smith","Six Feet Under: Season 1",5
"Sebastian Smith","Before Sunrise",4
"Sebastian Smith","The Red Violin",4
"Sebastian Smith","Queer as Folk: Season 4",4
"Sebastian Smith","Dirty Dancing",4
"Sebastian Smith","Top Gun",3
"Sebastian Smith","Dying Young",5
"Sebastian Smith","Desperate Housewives: Season 1",5
"Sebastian Smith","Something to Talk About",4
"Sebastian Smith","Six Feet Under: Season 3",4
"Sebastian Smith","The Station Agent",3
"Sebastian Smith","Punch-Drunk Love",2
"Sebastian Smith","G.I. Joe: Season 1: Part 1",3
"Sebastian Smith","Conspiracy Theory",3
"Sebastian Smith","Girl with a Pearl Earring",4
"Sebastian Smith","Catch Me If You Can",4
"Sebastian Smith","Tie Me Up! Tie Me Down!",3
"Sebastian Smith","Ice Age",4
"Sebastian Smith","Happy Gilmore",3
"Sebastian Smith","The Royal Tenenbaums",4
"Sebastian Smith","Ray",4
"Sebastian Smith","Good Will Hunting",4
"Sebastian Smith","Boogie Nights",2
"Sebastian Smith","Northern Exposure: Season 3",3
"Sebastian Smith","Queer as Folk: Season 3",4
"Sebastian Smith","Pearl Harbor",3
"Sebastian Smith","Kingdom of Heaven",3
"Sebastian Smith","The Butterfly Effect: Director's Cut",3
"Sebastian Smith","Wit",4
"Matthew Smith","Bad Santa",4
"Sebastian Smith","Manhattan",2
"Austin Smith","Ferris Bueller's Day Off",5
"Austin Smith","Armageddon",5
"Austin Smith","The Usual Suspects",5
"Sebastian Smith","Mr. Deeds",3
"Sebastian Smith","The Door in the Floor",3
"Sebastian Smith","Monster-in-Law",2
"Austin Smith","Lord of the Rings: The Two Towers: Extended Edition",1
"Matthew Smith","The Art of War",5
"Colton Smith","Raiders of the Lost Ark",5
"Colton Smith","Indecent Proposal",4
"Colton Smith","The League of Extraordinary Gentlemen",4
"Colton Smith","American Pie 2",4
"Colton Smith","Weekend at Bernie's",5
"Colton Smith","My Best Friend's Wedding",5
"Colton Smith","The Bone Collector",4
"Colton Smith","Annie: Special Anniversary Edition",4
"Colton Smith","We Were Soldiers",5
"Colton Smith","Wyatt Earp: Special Edition",5
"Colton Smith","Coach Carter",2
"Colton Smith","Back to the Future",5
"Colton Smith","Ace Ventura: Pet Detective",4
"Colton Smith","Pulp Fiction",4
"Colton Smith","Monsters",5
"Colton Smith","Secondhand Lions",5
"Colton Smith","Diary of a Mad Black Woman",5
"Colton Smith","Maid in Manhattan",5
"Colton Smith","Friends: Season 1",5
"Colton Smith","The Rainmaker",5
"Colton Smith","Frequency",5
"Colton Smith","Rules of Engagement",4
"Colton Smith","American Pie",5
"Colton Smith","Fried Green Tomatoes",4
"Colton Smith","Little Women",5
"Colton Smith","The Wedding Planner",5
"Colton Smith","A League of Their Own",5
"Colton Smith","The Sandlot",5
"Colton Smith","Three Men and a Baby",4
"Colton Smith","Angels in the Infield",4
"Colton Smith","National Lampoon's Vacation",5
"Colton Smith","Mission: Impossible II",4
"Colton Smith","Twisted",4
"Colton Smith","The Sound of Music",5
"Colton Smith","Batman & Robin",4
"Colton Smith","Man on Fire",5
"Colton Smith","Lost in Translation",3
"Colton Smith","The Good Girl",4
"Colton Smith","Mr. Holland's Opus",5
"Colton Smith","Twister",3
"Colton Smith","Behind Enemy Lines",5
"Colton Smith","The Best of Friends: Vol. 4",5
"Colton Smith","John Q",5
"Colton Smith","Hidalgo",4
"Colton Smith","X-Men",5
"Colton Smith","Look Who's Talking Too",4
"Colton Smith","Two Weeks Notice",4
"Colton Smith","Troy",5
"Colton Smith","Coyote Ugly",4
"Colton Smith","House of Flying Daggers",4
"Colton Smith","National Lampoon's European Vacation",4
"Colton Smith","Terms of Endearment",5
"Colton Smith","The General's Daughter",4
"Colton Smith","Lean on Me",5
"Colton Smith","The Client",4
"Colton Smith","Basic Instinct",4
"Colton Smith","Gladiator",5
"Colton Smith","Jerry Maguire",5
"Colton Smith","Total Recall",4
"Colton Smith","Mary Poppins",5
"Colton Smith","Ghosts of Mississippi",5
"Colton Smith","The Best of Friends: Vol. 3",5
"Colton Smith","Jurassic Park",5
"Colton Smith","The Patriot",5
"Colton Smith","Spider-Man",5
"Colton Smith","How to Lose a Guy in 10 Days",4
"Colton Smith","The Shawshank Redemption: Special Edition",5
"Colton Smith","Die Hard With a Vengeance",4
"Colton Smith","Sabrina",5
"Colton Smith","Shrek (Full-screen)",5
"Colton Smith","The Waterboy",4
"Colton Smith","Field of Dreams",4
"Colton Smith","The Matrix",4
"Colton Smith","Dead Poets Society",4
"Colton Smith","Monster",4
"Colton Smith","Grease",5
"Colton Smith","Ocean's Eleven",4
"Colton Smith","The Day After Tomorrow",4
"Colton Smith","Rose Red",4
"Colton Smith","The Best of Friends: Season 3",5
"Colton Smith","Big Daddy",4
"Colton Smith","Sleepless in Seattle",5
"Colton Smith","Just Cause",4
"Colton Smith","Mona Lisa Smile",4
"Colton Smith","The Best of Friends: Vol. 1",5
"Colton Smith","Big",5
"Colton Smith","Friends: Season 8",5
"Colton Smith","Blue Collar Comedy Tour: The Movie",5
"Colton Smith","A Murder of Crows",5
"Colton Smith","The Best of Friends: Vol. 2",5
"Colton Smith","Father of the Bride",4
"Colton Smith","The American President",4
"Colton Smith","Aliens: Collector's Edition",4
"Colton Smith","Kindergarten Cop",4
"Colton Smith","Chocolat",4
"Colton Smith","The Parent Trap",5
"Colton Smith","A Few Good Men",5
"Colton Smith","Will & Grace: Season 1",5
"Colton Smith","Titanic",5
"Colton Smith","Anger Management",5
"Colton Smith","Losing Isaiah",4
"Colton Smith","Out of Time",5
"Colton Smith","Indiana Jones and the Last Crusade",5
"Colton Smith","Ever After: A Cinderella Story",5
"Colton Smith","Meet the Parents",5
"Colton Smith","Gothika",4
"Colton Smith","Philadelphia",5
"Colton Smith","Saving Private Ryan",5
"Colton Smith","The Negotiator",4
"Colton Smith","Dumbo",5
"Colton Smith","E.T. the Extra-Terrestrial: The 20th Anniversary (Rerelease)",5
"Colton Smith","Beverly Hills Cop",5
"Colton Smith","Ghostbusters",5
"Colton Smith","First Kid",5
"Colton Smith","Lethal Weapon",5
"Colton Smith","U.S. Marshals",5
"Colton Smith","Friends: Season 2",5
"Colton Smith","Regarding Henry",4
"Colton Smith","X2: X-Men United",5
"Colton Smith","50 First Dates",5
"Colton Smith","Taking Lives",5
"Colton Smith","Liar Liar",5
"Colton Smith","Being John Malkovich",4
"Colton Smith","Rudy",5
"Colton Smith","What Women Want",4
"Colton Smith","Brother Bear (Theatrical Widescreen Version)",5
"Colton Smith","Bad Boys",5
"Austin Smith","The Untouchables",5
"Colton Smith","On Golden Pond",5
"Austin Smith","Men of Honor",5
"Austin Smith","Beverly Hills Cop II",5
"Colton Smith","Lord of the Rings: The Fellowship of the Ring",5
"Colton Smith","A Walk in the Clouds",5
"Colton Smith","When Harry Met Sally",5
"Colton Smith","Taxi",4
"Colton Smith","Braveheart",5
"Colton Smith","The Silence of the Lambs",5
"Colton Smith","The Best of Friends: Season 1",5
"Colton Smith","Friends: Season 6",5
"Matthew Smith","XXX: State of the Union",4
"Colton Smith","Something's Gotta Give",5
"Colton Smith","The Best of Friends: Season 2",5
"Colton Smith","The Lion King: Special Edition",5
"Matthew Smith","GoodFellas: Special Edition",5
"Colton Smith","Men in Black II",4
"Colton Smith","Forever Young",5
"Colton Smith","The Man Without a Face",4
"Colton Smith","Beaches",4
"Colton Smith","The Last Samurai",5
"Colton Smith","Bad Boys II",4
"Austin Smith","Chris Rock: Bring the Pain",5
"Colton Smith","Flatliners",4
"Colton Smith","Bruce Almighty",5
"Colton Smith","End of Days",4
"Colton Smith","Shrek 2",5
"Colton Smith","Finding Nemo (Widescreen)",5
"Austin Smith","Phenomenon",5
"Colton Smith","Footloose: Special Collector's Edition",5
"Austin Smith","Six Feet Under: Season 1",1
"Colton Smith","An Officer and a Gentleman",5
"Colton Smith","While You Were Sleeping",5
"Colton Smith","Soul Food: Season 1",4
"Colton Smith","Mississippi Burning",5
"Colton Smith","Independent's Day",5
"Colton Smith","Steel Magnolias",5
"Colton Smith","Rain Man",5
"Colton Smith","Erin Brockovich",5
"Colton Smith","The Lost World: Jurassic Park",4
"Colton Smith","Bringing Down the House",4
"Colton Smith","Rush Hour 2",4
"Colton Smith","Back to the Future Part II",5
"Colton Smith","Paycheck",4
"Colton Smith","Mask: Director's Cut",5
"Colton Smith","Angels in the Outfield",4
"Colton Smith","Sleeping With the Enemy",5
"Austin Smith","Blade",5
"Colton Smith","Bedknobs and Broomsticks",4
"Colton Smith","Friends: Season 4",5
"Colton Smith","Miss Congeniality",4
"Colton Smith","Tommy Boy",4
"Austin Smith","Adventures in Babysitting",5
"Colton Smith","Good Times: Season 3",5
"Colton Smith","Friends: Season 3",5
"Colton Smith","Spaceballs",3
"Colton Smith","I",5
"Colton Smith","Rocky",5
"Colton Smith","Star Wars: Episode V: The Empire Strikes Back",5
"Colton Smith","American Beauty",4
"Colton Smith","Raising Helen",4
"Colton Smith","The Bourne Identity",4
"Colton Smith","The Terminator",5
"Colton Smith","My Big Fat Greek Wedding",5
"Colton Smith","A Walk to Remember",4
"Austin Smith","Top Gun",5
"Colton Smith","Pretty Woman",5
"Colton Smith","Big Momma's House",4
"Colton Smith","Legends of the Fall",5
"Colton Smith","High Crimes",5
"Colton Smith","Billy Madison",4
"Colton Smith","The Fast and the Furious",4
"Colton Smith","Cheaper by the Dozen",4
"Colton Smith","Terminator 3: Rise of the Machines",5
"Colton Smith","Ferris Bueller's Day Off",4
"Colton Smith","The Pelican Brief",5
"Colton Smith","Stand by Me",4
"Colton Smith","Beverly Hills Cop II",4
"Colton Smith","Romancing the Stone",5
"Colton Smith","Phenomenon",4
"Colton Smith","Domestic Disturbance",4
"Colton Smith","The Life of David Gale",5
"Colton Smith","Fatal Attraction",5
"Colton Smith","Top Gun",5
"Colton Smith","Apollo 13",4
"Colton Smith","Friends: The Series Finale",5
"Colton Smith","Murder in the First",5
"Colton Smith","Open Range",4
"Colton Smith","Interview with the Vampire",4
"Colton Smith","Predator: Collector's Edition",4
"Colton Smith","Where the Heart Is",5
"Colton Smith","Ladder 49",5
"Colton Smith","Friends: Season 5",5
"Colton Smith","Eraser",4
"Colton Smith","Back to the Future Part III",5
"Colton Smith","Seven",4
"Colton Smith","Tuck Everlasting",4
"Colton Smith","Ice Age",5
"Colton Smith","Good Will Hunting",5
"Colton Smith","Terminator 2: Extreme Edition",4
"Austin Smith","Boyz N the Hood",5
"Colton Smith","The Nutty Professor II: The Klumps",4
"Colton Smith","Kiss the Girls",4
"Colton Smith","Dragonfly",4
"Colton Smith","Turner and Hooch",4
"Colton Smith","The Goonies",4
"Colton Smith","The Butterfly Effect: Director's Cut",5
"Colton Smith","Star Wars: Episode VI: Return of the Jedi",5
"Colton Smith","As Good as It Gets",5
"Colton Smith","Will & Grace: Season 2",5
"Colton Smith","Stripes",4
"Colton Smith","The Mummy",5
"Colton Smith","Die Hard",4
"Austin Smith","What the #$*! Do We Know!?",1
"Jaxon Smith","To Wong Foo",2
"Jaxon Smith","Soul Plane",2
"Jaxon Smith","Waking Ned Devine",3
"Jaxon Smith","The League of Extraordinary Gentlemen",4
"Jaxon Smith","Weird Science",4
"Jaxon Smith","Ocean's Twelve",3
"Jaxon Smith","Absolutely Fabulous: Series 3",4
"Jaxon Smith","Windtalkers",3
"Jaxon Smith","Gangs of New York",4
"Jaxon Smith","Taxi Driver",3
"Jaxon Smith","U-571",3
"Jaxon Smith","Four Rooms",3
"Jaxon Smith","Back to the Future",4
"Jaxon Smith","Psycho",3
"Jaxon Smith","Cellular",5
"Jaxon Smith","Fahrenheit 9/11",3
"Jaxon Smith","Radio",4
"Jaxon Smith","Pulp Fiction",4
"Jaxon Smith","Meet the Fockers",3
"Jaxon Smith","Secondhand Lions",4
"Jaxon Smith","Sex and the City: Season 3",3
"Jaxon Smith","Risky Business",3
"Jaxon Smith","True Grit",3
"Jaxon Smith","The Manchurian Candidate",4
"Jaxon Smith","Rules of Engagement",3
"Jaxon Smith","Shanghai Knights",3
"Jaxon Smith","A League of Their Own",4
"Jaxon Smith","Hotel Rwanda",3
"Jaxon Smith","Swordfish",4
"Jaxon Smith","Galaxy Quest",3
"Jaxon Smith","Indiana Jones and the Temple of Doom",4
"Jaxon Smith","Million Dollar Baby",4
"Jaxon Smith","Rambo: First Blood Part II",4
"Jaxon Smith","National Lampoon's Vacation",3
"Jaxon Smith","Mission: Impossible II",3
"Jaxon Smith","The Sound of Music",3
"Jaxon Smith","48 Hrs.",4
"Jaxon Smith","Spider-Man 2",3
"Jaxon Smith","Big Fish",3
"Jaxon Smith","Man on Fire",4
"Jaxon Smith","American Me",3
"Jaxon Smith","The Godfather",4
"Jaxon Smith","The Rock",3
"Jaxon Smith","Harry Potter and the Prisoner of Azkaban",3
"Jaxon Smith","Coming to America",4
"Jaxon Smith","Lethal Weapon 2",3
"Jaxon Smith","Blade 2",3
"Jaxon Smith","Behind Enemy Lines",3
"Jaxon Smith","Better Off Dead",4
"Jaxon Smith","Mystic River",4
"Jaxon Smith","National Lampoon's Animal House",4
"Jaxon Smith","X-Men",3
"Jaxon Smith","S.W.A.T.",4
"Jaxon Smith","Troy",4
"Jaxon Smith","Coyote Ugly",2
"Jaxon Smith","Sex and the City: Season 1",3
"Jaxon Smith","Austin Powers: International Man of Mystery",3
"Jaxon Smith","Mr. Mom",3
"Jaxon Smith","The Professional",4
"Jaxon Smith","National Lampoon's European Vacation",3
"Jaxon Smith","Bulletproof Monk",3
"Jaxon Smith","Chicago",4
"Jaxon Smith","Blue Streak",3
"Jaxon Smith","Swingers",4
"Jaxon Smith","Hollywood Homicide",3
"Jaxon Smith","A Fish Called Wanda",4
"Jaxon Smith","Cheech & Chong's Still Smokin",2
"Jaxon Smith","Fast Times at Ridgemont High",4
"Jaxon Smith","Gladiator",4
"Jaxon Smith","Jerry Maguire",3
"Jaxon Smith","Raging Bull",3
"Jaxon Smith","Hook",2
"Jaxon Smith","The Notebook",4
"Jaxon Smith","Enemy of the State",3
"Jaxon Smith","Lord of the Rings: The Return of the King",4
"Jaxon Smith","Jurassic Park",3
"Jaxon Smith","Raising Arizona",3
"Jaxon Smith","Kill Bill: Vol. 1",4
"Jaxon Smith","What's Love Got to Do with It",3
"Jaxon Smith","The Naked Gun",3
"Jaxon Smith","Hannibal",2
"Jaxon Smith","The Shawshank Redemption: Special Edition",4
"Jaxon Smith","You've Got Mail",2
"Jaxon Smith","Die Hard With a Vengeance",4
"Jaxon Smith","The Stepford Wives",3
"Jaxon Smith","Field of Dreams",3
"Jaxon Smith","Batman",3
"Jaxon Smith","The Matrix",4
"Jaxon Smith","XXX: Special Edition",4
"Jaxon Smith","Beetlejuice",4
"Jaxon Smith","Team America: World Police",4
"Jaxon Smith","Dead Poets Society",3
"Jaxon Smith","Without a Paddle",3
"Jaxon Smith","Pretty in Pink",3
"Jaxon Smith","Lord of the Rings: The Return of the King: Extended Edition",4
"Jaxon Smith","Ocean's Eleven",4
"Jaxon Smith","The Best of Friends: Season 3",3
"Jaxon Smith","Traffic",4
"Jaxon Smith","Phone Booth",3
"Jaxon Smith","The Running Man",3
"Jaxon Smith","Cradle 2 the Grave",2
"Jaxon Smith","Raw",4
"Jaxon Smith","Matchstick Men",3
"Jaxon Smith","Changing Lanes",3
"Jaxon Smith","Remember the Titans",3
"Jaxon Smith","NASCAR: The IMAX Experience",3
"Jaxon Smith","Hellboy",3
"Jaxon Smith","The Replacements",3
"Jaxon Smith","Bill & Ted's Excellent Adventure",3
"Jaxon Smith","Tango & Cash",3
"Jaxon Smith","Miss Congeniality 2: Armed and Fabulous",3
"Jaxon Smith","Clear and Present Danger",3
"Jaxon Smith","Wayne's World 2",3
"Jaxon Smith","Con Air",3
"Jaxon Smith","Star Wars: Episode IV: A New Hope",5
"Jaxon Smith","Kindergarten Cop",3
"Jaxon Smith","Hide and Seek",5
"Jaxon Smith","The Green Mile",3
"Jaxon Smith","The Fugitive",4
"Jaxon Smith","Chocolat",3
"Jaxon Smith","Alien vs. Predator",3
"Jaxon Smith","Rambo: First Blood: Ultimate Edition",4
"Jaxon Smith","GoldenEye",4
"Jaxon Smith","K-Pax",3
"Jaxon Smith","Orgazmo",2
"Jaxon Smith","A Few Good Men",3
"Jaxon Smith","Old School",3
"Jaxon Smith","Blow",3
"Jaxon Smith","Titanic",3
"Jaxon Smith","Anger Management",2
"Jaxon Smith","Out of Time",4
"Jaxon Smith","Nurse Betty",3
"Jaxon Smith","Meet the Parents",3
"Jaxon Smith","Gothika",3
"Jaxon Smith","Philadelphia",3
"Jaxon Smith","Hitch",4
"Jaxon Smith","Full Metal Jacket",4
"Jaxon Smith","The Terminal",3
"Jaxon Smith","Secretary",3
"Jaxon Smith","The Outlaw Josey Wales",4
"Jaxon Smith","Tootsie",3
"Jaxon Smith","Beverly Hills Cop",4
"Jaxon Smith","The Best Little Whorehouse in Texas",1
"Jaxon Smith","Lethal Weapon",4
"Jaxon Smith","Die Hard 2: Die Harder",4
"Jaxon Smith","U.S. Marshals",4
"Austin Smith","The Net",3
"Jaxon Smith","Beverly Hills Cop III",3
"Jaxon Smith","Pirates of the Caribbean: The Curse of the Black Pearl",3
"Jaxon Smith","50 First Dates",3
"Jaxon Smith","Taking Lives",3
"Jaxon Smith","Under Siege",3
"Jaxon Smith","Liar Liar",3
"Jaxon Smith","Identity",4
"Jaxon Smith","Rudy",3
"Jaxon Smith","Super Size Me",3
"Jaxon Smith","The Bourne Supremacy",4
"Jaxon Smith","Along Came Polly",3
"Jaxon Smith","Lord of the Rings: The Fellowship of the Ring",4
"Jaxon Smith","Exit Wounds",3
"Jaxon Smith","Freaky Friday",2
"Jaxon Smith","Absolutely Fabulous: Series 2",4
"Jaxon Smith","Don't Say a Word",3
"Jaxon Smith","When Harry Met Sally",2
"Jaxon Smith","Taxi",3
"Jaxon Smith","The Silence of the Lambs",4
"Jaxon Smith","Elf",3
"Jaxon Smith","Harold and Kumar Go to White Castle",2
"Jaxon Smith","The Lion King: Special Edition",4
"Jaxon Smith","Blade: Trinity",3
"Matthew Smith","Bluehill Avenue",4
"Jaxon Smith","Dirty Rotten Scoundrels",3
"Jaxon Smith","Around the World in 80 Days",3
"Jaxon Smith","Daredevil",1
"Austin Smith","The Grudge",1
"Jaxon Smith","The Family Man",1
"Jaxon Smith","Men in Black II",4
"Jaxon Smith","Lethal Weapon 3",4
"Jaxon Smith","The Last Samurai",4
"Jaxon Smith","War Games",3
"Jaxon Smith","Saw",2
"Jaxon Smith","The Toy",4
"Jaxon Smith","Bruce Almighty",3
"Jaxon Smith","The Matrix: Reloaded",3
"Jaxon Smith","End of Days",3
"Jaxon Smith","Shrek 2",3
"Jaxon Smith","Finding Nemo (Widescreen)",3
"Jaxon Smith","Friday Night Lights",3
"Jaxon Smith","Shanghai Noon",3
"Jaxon Smith","Scooby-Doo 2: Monsters Unleashed",2
"Jaxon Smith","Jurassic Park III",3
"Jaxon Smith","The Passion of the Christ",2
"Jaxon Smith","The Sixth Sense",4
"Jaxon Smith","Bowling for Columbine",2
"Jaxon Smith","Road to Perdition",3
"Jaxon Smith","A Nightmare on Elm Street",3
"Jaxon Smith","The Italian Job",3
"Jaxon Smith","Dances With Wolves: Special Edition",4
"Jaxon Smith","Kill Bill: Vol. 2",4
"Jaxon Smith","Wild Wild West",3
"Austin Smith","Eraser",5
"Jaxon Smith","Hard to Kill",3
"Jaxon Smith","Heat: Special Edition",4
"Jaxon Smith","Faster",4
"Jaxon Smith","Bringing Down the House",2
"Jaxon Smith","The Cannonball Run",3
"Jaxon Smith","The Freshman",5
"Jaxon Smith","Rush Hour 2",3
"Jaxon Smith","High Plains Drifter",3
"Jaxon Smith","Seabiscuit",3
"Jaxon Smith","The Survivors",3
"Jaxon Smith","Tommy Boy",3
"Jaxon Smith","Shark Tale",3
"Jaxon Smith","Jay and Silent Bob Strike Back",3
"Jaxon Smith","Dodgeball: A True Underdog Story",4
"Jaxon Smith","Jackass: The Movie",3
"Jaxon Smith","I",4
"Jaxon Smith","Rocky",4
"Jaxon Smith","Best in Show",4
"Jaxon Smith","Bad Santa",4
"Jaxon Smith","American Beauty",3
"Jaxon Smith","Trading Places",4
"Jaxon Smith","Fight Club",2
"Jaxon Smith","Young Guns",4
"Jaxon Smith","I Am Sam",2
"Jaxon Smith","The Bourne Identity",4
"Jaxon Smith","Starsky & Hutch",3
"Jaxon Smith","Hooper",3
"Jaxon Smith","Collateral",3
"Matthew Smith","Drop Zone",4
"Jaxon Smith","The Terminator",4
"Jaxon Smith","Scarface: 20th Anniversary Edition",4
"Jaxon Smith","My Big Fat Greek Wedding",4
"Jaxon Smith","The Hunt for Red October",4
"Jaxon Smith","Pretty Woman",2
"Jaxon Smith","Edward Scissorhands",3
"Jaxon Smith","Rush Hour",4
"Jaxon Smith","Sister Act",2
"Jaxon Smith","Good Morning",3
"Austin Smith","Catch Me If You Can",5
"Jaxon Smith","Spanglish",3
"Jaxon Smith","Gremlins",3
"Jaxon Smith","Be Cool",3
"Jaxon Smith","Entrapment",4
"Jaxon Smith","Spies Like Us",3
"Jaxon Smith","Absolutely Fabulous: Series 1",4
"Jaxon Smith","The Breakfast Club",3
"Jaxon Smith","Smokey and the Bandit / Smokey and the Bandit II: Double Feature",3
"Jaxon Smith","The Fast and the Furious",3
"Jaxon Smith","Cheaper by the Dozen",3
"Austin Smith","Star Wars: Episode II: Attack of the Clones",3
"Jaxon Smith","Little Shop of Horrors",3
"Jaxon Smith","Terminator 3: Rise of the Machines",4
"Jaxon Smith","Ferris Bueller's Day Off",5
"Jaxon Smith","Major League",4
"Jaxon Smith","Get Shorty",4
"Jaxon Smith","The Untouchables",3
"Jaxon Smith","The Lord of the Rings: The Fellowship of the Ring: Extended Edition",4
"Jaxon Smith","Monster's Ball",4
"Jaxon Smith","Secret Window",3
"Jaxon Smith","Driving Miss Daisy",2
"Jaxon Smith","Jackie Brown: Collector's Series",5
"Jaxon Smith","Blade",3
"Jaxon Smith","Mean Girls",2
"Jaxon Smith","Fatal Attraction",3
"Jaxon Smith","Dirty Dancing",3
"Jaxon Smith","Top Gun",4
"Jaxon Smith","Once Upon a Time in Mexico",3
"Jaxon Smith","Anchorman: The Legend of Ron Burgundy",3
"Jaxon Smith","Jingle All the Way",3
"Jaxon Smith","Super Troopers",2
"Jaxon Smith","Boyz N the Hood",3
"Jaxon Smith","Antwone Fisher",3
"Jaxon Smith","Jaws",3
"Matthew Smith","Lagaan",4
"Jaxon Smith","Star Wars: Clone Wars: Vol. 1",5
"Jaxon Smith","The Haunted Mansion",3
"Jaxon Smith","The Alien Saga",4
"Jaxon Smith","Minority Report",3
"Austin Smith","A Time to Kill",3
"Austin Smith","Rounders",5
"Jaxon Smith","Metallica: Some Kind of Monster",1
"Jaxon Smith","Seven",3
"Jaxon Smith","Mr. 3000",3
"Jaxon Smith","Catch Me If You Can",3
"Jaxon Smith","The Good",3
"Jaxon Smith","Ray",5
"Jaxon Smith","Terminator 2: Extreme Edition",4
"Austin Smith","Good Will Hunting",5
"Jaxon Smith","Boogie Nights",3
"Jaxon Smith","Caddyshack",4
"Jaxon Smith","Gone in 60 Seconds",3
"Jaxon Smith","Young Guns II",3
"Jaxon Smith","Pale Rider",4
"Jaxon Smith","The Goonies",5
"Jaxon Smith","Pearl Harbor",3
"Matthew Smith","Hard Target",5
"Jaxon Smith","The Butterfly Effect: Director's Cut",4
"Jaxon Smith","The Legend of Drunken Master",3
"Jaxon Smith","A Knight's Tale",3
"Jaxon Smith","Friday",4
"Jaxon Smith","Star Wars: Episode VI: Return of the Jedi",5
"Jaxon Smith","The Exorcist: Restored Version",3
"Matthew Smith","Jeepers Creepers 2",3
"Jaxon Smith","Stripes",4
"Jaxon Smith","The Fifth Element",4
"Jaxon Smith","Airheads",4
"Matthew Smith","Code 46",1
"Kevin Smith","Broken Arrow",3
"Kevin Smith","Father of the Bride 2",4
"Kevin Smith","The League of Extraordinary Gentlemen",3
"Kevin Smith","Consenting Adults",4
"Kevin Smith","Crocodile Dundee",3
"Kevin Smith","Runaway Bride",4
"Kevin Smith","My Best Friend's Wedding",4
"Kevin Smith","The Bone Collector",5
"Kevin Smith","A Clockwork Orange",3
"Kevin Smith","Cold Mountain",4
"Kevin Smith","Cellular",4
"Kevin Smith","Just Married",3
"Kevin Smith","Ace Ventura: Pet Detective",4
"Kevin Smith","Nicholas Nickleby",4
"Kevin Smith","Radio",5
"Kevin Smith","Pulp Fiction",4
"Kevin Smith","Meet the Fockers",2
"Kevin Smith","Maid in Manhattan",4
"Kevin Smith","21 Grams",4
"Kevin Smith","The Cider House Rules",5
"Kevin Smith","Risky Business",4
"Kevin Smith","Simon Birch",3
"Kevin Smith","Frequency",4
"Kevin Smith","Forrest Gump",5
"Kevin Smith","The Manchurian Candidate",5
"Kevin Smith","Rules of Engagement",4
"Kevin Smith","Fried Green Tomatoes",4
"Kevin Smith","The Wedding Planner",4
"Kevin Smith","Hotel Rwanda",5
"Kevin Smith","Being Julia",3
"Kevin Smith","Swordfish",3
"Kevin Smith","A Beautiful Mind",4
"Kevin Smith","Three Men and a Baby",3
"Kevin Smith","Vera Drake",4
"Kevin Smith","I Know What You Did Last Summer",4
"Kevin Smith","The Shining",3
"Kevin Smith","Primal Fear",4
"Kevin Smith","Kate & Leopold",3
"Kevin Smith","Spider-Man 2",4
"Kevin Smith","Big Fish",2
"Kevin Smith","The Accused",5
"Kevin Smith","Man on Fire",4
"Kevin Smith","Lost in Translation",3
"Kevin Smith","Mystic River",4
"Kevin Smith","John Q",4
"Kevin Smith","Hidalgo",4
"Kevin Smith","Thelma & Louise: Special Edition",5
"Kevin Smith","Double Jeopardy",4
"Kevin Smith","Two Weeks Notice",5
"Kevin Smith","What's Eating Gilbert Grape",4
"Kevin Smith","The 24th Day",4
"Kevin Smith","Raise Your Voice",2
"Kevin Smith","Crash",3
"Kevin Smith","Home on the Range",3
"Kevin Smith","National Lampoon's European Vacation",4
"Kevin Smith","Chicago",5
"Kevin Smith","True Lies",4
"Kevin Smith","The Count of Monte Cristo",5
"Kevin Smith","The General's Daughter",4
"Kevin Smith","Jersey Girl",4
"Kevin Smith","Never Been Kissed",4
"Kevin Smith","The Client",4
"Kevin Smith","Toy Story",4
"Kevin Smith","Basic Instinct",4
"Kevin Smith","Jerry Maguire",4
"Kevin Smith","Hook",4
"Kevin Smith","The Notebook",3
"Kevin Smith","Misery",5
"Kevin Smith","The Patriot",4
"Kevin Smith","Unlawful Entry",4
"Kevin Smith","What a Girl Wants",3
"Kevin Smith","Raising Arizona",4
"Kevin Smith","Spider-Man",4
"Kevin Smith","Hannibal",5
"Kevin Smith","How to Lose a Guy in 10 Days",5
"Kevin Smith","The Matrix",4
"Kevin Smith","Bend It Like Beckham",4
"Kevin Smith","K-19: The Widowmaker",3
"Kevin Smith","Beyond Borders",4
"Kevin Smith","Dead Man Walking",4
"Kevin Smith","Dead Poets Society",4
"Kevin Smith","Without a Paddle",4
"Kevin Smith","Intermission",3
"Kevin Smith","Three Amigos",3
"Kevin Smith","White Chicks",1
"Kevin Smith","My Girl",4
